mergedTuple,Entry,KE (MeV),px,py,pz,KE,px,py,pz
151,3,4232.78,508.79,147.12,4304.05,180.38,-464.7,-128.27,372.18
151,4,4909.79,303.85,551.03,4974.05,318.89,-436.64,-537.14,469.85
151,6,1607.16,-119.74,-291.09,1679.7,364.56,609.38,32.68,666.64
151,7,2817.89,-276.41,330.92,2889.01,222.42,382.12,-422.67,376.9
151,8,3533.16,-517.68,-186.35,3594.78,260.96,399.44,-264.57,572.8
151,9,260.96,399.44,-264.57,572.8,527.89,-57.99,245.73,1097.84
151,12,4415.77,89.43,-724.38,4460.22,162.82,282.94,19.47,-501.52
151,14,3652.82,626.99,-28.11,3703.55,302.23,-551.7,-55.62,592.35
151,16,4534.49,-470.64,73.79,4613.77,135.97,451.81,78.42,251.57
151,19,4946.65,364.98,-426.27,5019.29,222.02,-370.61,533.12,210.32
151,20,4407.11,353.3,332.68,4484.71,272.61,-563.33,-85.59,510.94
151,22,621.79,50.95,-61.21,714.74,263.1,528.41,99.64,523.12
151,23,6455.36,-191.5,425.93,6542.87,212.37,373.56,-442.87,328.35
151,24,4679.59,326.22,-517.11,4744.2,279.2,-86.48,366.16,678.36
151,25,2274.11,577.45,244.64,2292.57,293.03,-307.02,-271.58,683.78
151,26,930.16,379.67,13.69,957.18,499.13,-420.34,165.87,990.6
151,27,5717.57,567.21,-68.52,5793.52,247.77,-567.28,152.78,425.51
151,28,5815.38,423.64,-225.72,5899.95,172.05,-146.44,249.62,518.28
151,29,5670.6,-618.95,25.65,5741.32,187.77,513.27,81.93,342.57
151,31,6695.47,659.38,231.91,6763.63,380.71,-601.92,-326.38,624.76
151,33,4321.85,429.16,150.94,4402.16,153.05,-406.85,-172.91,339.28
151,34,2954.08,420.62,-304.31,3012.87,186.99,-559.53,105.79,247.98
151,35,5126.92,447.91,34.29,5211.54,251.78,-103.39,-38.54,723.57
151,41,3832.52,-401.29,-148,3912.81,412.85,361.64,-59.67,900.34
151,42,6842.82,555.06,391.16,6913.76,322.84,-312.47,-659.41,421.18
151,43,6394.73,474.78,-472.52,6464.27,1513.55,165.47,-164.69,2252.94
151,44,3066.01,-394.31,-268.76,3133.14,307.42,296.32,376.55,664.55
151,45,5653.37,-453.72,84.69,5738.88,396.18,7.68,-96.3,943.86
151,46,3024.27,-269.23,261.6,3104.9,364.86,436.89,-624.16,486.99
151,47,4374.33,-323.86,-110.67,4465,157.56,460.36,74.27,320.87
151,48,4831.64,472.03,-405.06,4896.17,322.11,-598.78,426.78,409.09
152,0,222.38,12.46,119.46,285.88,161.94,-374.17,-167.73,402.34
152,1,3230.05,424.67,451.38,3275.28,3230.05,424.67,451.38,3275.28
152,4,4141.26,-278.36,-277.83,4226.7,125.82,421.27,45.24,268.98
152,6,125.82,421.27,45.24,268.98,125.82,421.27,45.24,268.98
152,9,125.82,421.27,45.24,268.98,139.04,-266.9,45.64,454.81
152,10,2333.96,-36.73,549.41,2373.67,2333.96,-36.73,549.41,2373.67
152,11,2569,-560.68,-86.59,2611.01,168.76,504.56,-54.01,295.92
152,13,4761.27,290.33,-386,4841.1,342.37,-539.5,235.63,642.59
152,14,2354.92,-322.89,402.22,2402.94,148.4,327.48,-27.41,438.68
152,17,2830,-169.95,-68.53,2927.4,312.85,184.95,-396.35,702.48
152,18,2146.72,-417.02,209.06,2200.36,147.43,490.05,53.04,235.28
152,20,1032.92,-360.72,-461.43,969.95,511.14,463.72,-21.41,1002.34
152,21,7948.67,559.14,-509.92,8017.35,221.05,-407.51,355.25,413.87
152,22,4938.06,8.38,694.1,4993.96,358.86,-389.56,-114.69,798.18
152,23,3648.07,-538.55,59.94,3712.26,223.28,118.58,-12.4,674.17
152,26,4667.64,352.31,-606.92,4719.59,270.7,-472.86,535.1,266.78
152,28,2333.31,452.64,221.18,2383.39,214.68,-482.41,-255.08,388.65
152,29,2579.15,-413.85,47.61,2649.55,339.17,499.57,-119.67,698.17
152,31,1161.62,-472,-18.71,1170.54,296.83,428.89,-342.7,586.15
152,32,4612.31,-362.04,168.51,4699.2,149.11,167.64,-266.54,450.35
152,34,6517.71,-522.29,298.42,6594.5,263.7,364.4,-421.33,503.93
152,35,2714.48,261.11,526.08,2755.63,187.33,-156.06,-467.28,379.24
153,1,94.43,-105.87,-91.58,95.66,192.74,-394.31,-341.07,356.26
153,2,192.74,-394.31,-341.07,356.26,493.63,-158.79,325.14,1019.21
153,3,83.55,61.86,72.33,124.37,184.65,243.65,284.88,489.88
153,4,112.21,24.62,12.18,188.15,237.19,91.66,45.36,700.54
153,5,4293.42,438.77,52.98,4374.9,1433.22,217.31,26.24,2166.78
153,6,156.58,-25.18,61.93,230.06,313.26,-87.05,214.08,795.23
153,7,5980.98,688.45,-33.96,6045.91,1518.82,256.9,-12.67,2256.09
153,8,3648.67,153.38,676.93,3687.45,1383.01,86.78,383.01,2086.39
153,9,81.99,-60.79,-112.09,87.64,165.49,-228.36,-421.08,329.22
153,10,75.79,65.95,61.3,116.41,169.28,263.68,245.07,465.44
153,11,121.15,-74.7,157.11,99.26,243.89,-268.18,564.02,356.34
153,12,104.95,141.28,49.77,103.03,214.41,520.24,183.28,379.42
153,13,937.56,-42.7,1.55,1036.38,1215.94,-79.81,2.89,1937.32
153,15,8258.64,530,-462.47,8333.34,1776.52,161.43,-140.86,2538.28
153,16,130.98,61.42,-78.95,186.16,274.45,223.28,-286.99,676.73
153,17,12394.56,238.05,649.76,12479.95,1767.07,48.32,131.9,2533.35
153,18,90.43,61.57,-98.26,117.14,187.42,232.31,-370.71,441.97
153,20,112.05,151.12,-25.74,112.18,233.03,557.72,-94.99,414
155,0,2864.5,616.76,365.46,2879.75,149.29,-276.02,218.48,422.42
155,1,2904.81,48.22,648.48,2936.85,256.44,127.45,-161.94,710.2
155,3,3870.43,474.58,262.4,3936.87,216.22,-522.76,-163.46,390.37
155,4,6084.31,306.68,399.04,6167.92,236.58,-314.77,-517.95,363.91
155,5,5204.52,549.4,112.48,5278.78,290.23,-598.5,-171.16,491.13
155,6,4538.92,-497.32,-216.3,4610.95,250.4,548.1,307.41,370.87
155,7,4944.21,-143.18,-295,5037.46,108.43,277.06,223.92,297.11
155,8,2522.95,-373.51,270.91,2584.99,160.21,450.21,-262.92,233.23
155,9,4759.3,434.51,590.45,4807.6,201.95,-415.46,-267.47,418.92
155,11,2983.33,139.77,452.54,3049.99,157.5,-266.29,-442.63,231.17
155,12,5679.45,286.23,375.79,5764.17,159.02,-198.16,-402.12,350.21
155,13,4459.5,-338.44,399.79,4533.13,223.11,303.04,-416.74,450.36
155,14,3200.4,254.17,612.28,3236.53,187.13,110.63,-302.59,531.29
155,15,4176.28,-159.03,-633.29,4229.89,264.68,80,678.53,315.9
155,17,2367.13,368.91,463.62,2397.79,209.14,-210.02,-289.35,555.2
155,18,3759.16,-350.27,62.21,3846.31,187.75,541.38,-104.46,288.91
155,19,5609.41,316.01,-339.65,5694.58,338.28,-661.49,331.3,449.13
155,20,4233.78,-298.69,-420.84,4306.7,191.81,390.95,-34.54,492.54
155,21,5572.34,566.58,316.76,5639.13,284.73,-430.57,-177.83,631.03
155,23,5148.07,285.63,534.92,5216.9,152.76,-292.22,-395.52,260.94
155,25,2436.68,-394.96,-168.83,2502.92,312.08,486.51,236.66,624.63
155,27,3036.34,-244.9,-290.8,3116.48,241.51,117.87,222.82,669.22
155,28,3409.49,29.78,690.53,3444.26,433.79,-522.73,-345.73,780.51
155,29,2633.75,367.44,-206.77,2704.06,133.62,-425.01,161.06,248.9
155,31,4053.79,497.97,-197.6,4122.8,162.5,-59.39,68.06,568.42
155,33,4159.8,-129.52,651.19,4211.5,316.21,-326.71,-245.76,725.3
155,34,5946.51,473.89,254.43,6026.64,340.01,-292.61,-513.59,635.67
155,37,4525.85,-90.48,673.3,4579.54,300.99,158.14,-473.58,637.16
155,39,3211.57,327.52,414.86,3272.5,261.1,-446.33,-513.73,307.99
155,40,4639.62,-133.38,-755.91,4680.95,210.92,375.77,171.88,519.05
155,41,1560.13,252.07,-62.8,1641.39,128.02,-287.9,-146.9,389.99
155,42,6436.77,-666.9,-32.44,6506.76,167.63,540.92,-3.25,223.52
155,44,4449.59,135.72,-404.13,4533.38,202.23,-89.1,606.1,212.1
155,45,5609.66,366.24,603.05,5669.96,290.23,106.16,-676.56,399.64
155,47,4627.72,-39.37,-527.3,4701.91,136,56.31,266.06,446.84
155,48,5826.34,621.2,-110.59,5896.75,307.78,-642.92,327.11,389.58
155,49,6205.15,772.64,-58.48,6261.51,537.91,-429.46,-142.51,1045.82
